date,price,volatility,on_chain_volume,network_hashrate,active_addresses,exchange_inflow,exchange_outflow,wallet_age,transaction_size,transaction_fee,fraud_label
03-01-2022 08:00,9051.011124,0.020910854,1601133.051,1001778.075,8274.300156,704996.9536,419148.5633,63.22345877,0.028669465,9.65E-05,0
03-01-2022 12:00,9246.447224,0.02215069,1164623.799,994409.9504,10157.61002,539287.9024,422795.7894,47.59355059,0.415397796,0.002979089,0
03-01-2022 16:00,9732.690296,0.020591472,1111054.263,1017063.598,11627.83919,495623.3364,341437.8763,10.64529298,0.224072817,0.000355748,0
03-01-2022 20:00,9597.710599,0.020403507,1074053.806,1007191.107,8862.640929,476188.946,418873.7079,214.7168785,0.448171482,0.001038455,0
04-01-2022 00:00,9702.914623,0.020595447,1214969.825,1007285.813,9850.898019,545518.7339,406934.7297,148.1343201,0.197262772,0.000579052,0
04-01-2022 04:00,10038.42362,0.019718016,1183012.78,998109.9256,9873.808114,516220.2261,578027.9268,220.3558661,0.042452285,0.001691758,0
04-01-2022 08:00,9459.253479,0.020187292,1029650.662,979593.6878,8036.696112,442651.7519,343162.0873,60.10553715,0.077750931,0.000465011,0
04-01-2022 12:00,9411.108027,0.018477114,1045980.474,990569.7909,9299.623759,452329.6118,367331.162,39.21139199,0.45483038,0.000346538,0
04-01-2022 16:00,9454.266817,0.01867683,1048684.645,1013025.583,9863.5945,454769.4704,330684.8577,85.85073244,0.819580065,0.000622242,0
04-01-2022 20:00,9456.946516,0.020634596,1021039.652,1006071.234,9281.279399,456703.333,376948.6027,165.4479781,0.038960557,0.000495256,0
05-01-2022 00:00,9133.867009,0.022530686,1085897.799,1004047.75,9218.923621,474374.2643,286373.5915,152.0369632,0.622706179,0.003132323,0
05-01-2022 04:00,9396.857859,0.024935039,1093486.078,1008179.132,10131.38612,499084.4251,492106.796,102.5466435,0.152785687,0.004610926,0
05-01-2022 08:00,9624.522213,0.024639917,1253124.62,1001972.752,8564.584121,553463.0399,459305.4855,18.97688847,0.148221141,0.000355337,0
05-01-2022 12:00,9730.689815,0.023713418,1321061.972,1002107.337,9918.821724,602516.5575,785386.6299,30.51877997,0.843092085,0.001957844,0
05-01-2022 16:00,9161.11162,0.02407403,1031369.772,1036774.722,8874.687946,465212.4186,474544.0629,26.13241435,2.42710025,0.000397321,0
05-01-2022 20:00,9060.439365,0.023122181,1058265.386,1016022.954,11452.61732,477470.2884,423920.8936,44.57417624,0.072752999,0.001247528,0
06-01-2022 00:00,8779.949593,0.024969726,1089972.179,996902.2019,11069.64864,493981.2018,477736.0887,25.49969773,1.501022289,0.005402399,0
06-01-2022 04:00,8851.006538,0.023963239,1063665.994,995010.6695,9403.178346,481679.098,497942.1267,45.98993167,0.09558662,0.00525592,1
06-01-2022 08:00,8722.220612,0.023899317,1172601.675,1010470.831,8495.47022,541873.6206,633703.225,92.54735154,0.4707229,0.000148217,0
06-01-2022 12:00,8647.597317,0.023451933,1067835.563,984036.5258,12346.6077,487084.4108,452804.8749,45.60143409,0.498523409,0.000220153,0
06-01-2022 16:00,8231.102781,0.024559912,946155.6363,978905.6207,10123.74546,438721.3003,513569.597,74.26582813,0.137094474,0.000390962,0
06-01-2022 20:00,7960.665221,0.026228251,955610.9466,997120.4095,9946.998881,431919.5375,362796.0765,123.8726051,0.251669636,6.60E-05,0
07-01-2022 00:00,8091.117566,0.027826944,1187264.966,986826.5517,9785.50418,536741.4723,521777.4131,31.43414628,0.514114452,0.000602145,0
07-01-2022 04:00,7910.604459,0.028106279,886890.5524,1005279.98,11278.67397,398128.2623,325145.4625,157.0833158,0.394413946,0.004046393,0
07-01-2022 08:00,8202.918365,0.029320038,1089175.524,1013472.904,8551.727106,500902.4583,473237.0931,3.587622543,0.065162242,0.000851703,1
07-01-2022 12:00,8485.322604,0.029415499,1184055.076,990961.8197,9775.612948,533974.6496,594697.2562,177.9851724,0.180211977,0.000932771,0
07-01-2022 16:00,8567.912688,0.027776175,1032700.097,998526.5082,10582.62413,461690.6064,434191.6476,12.93727869,0.201416624,0.000883051,0
07-01-2022 20:00,8390.180671,0.027080498,985232.9568,1011081.639,8652.834888,445558.8358,328553.3108,66.32554208,0.333773699,0.000599983,0
08-01-2022 00:00,8313.824684,0.027658846,912515.4409,1001295.31,8382.177937,417182.2096,301331.9818,99.67368344,0.168404471,0.000214242,0
08-01-2022 04:00,8782.272376,0.028512424,972080.295,1017350.301,10033.25267,448565.244,397559.3954,14.67754029,0.55373747,0.000300748,0
08-01-2022 08:00,9201.578861,0.028967939,1240486.981,994480.385,9141.036049,545085.8676,416524.3183,29.75865288,1.349813047,0.010136607,0
08-01-2022 12:00,8866.704818,0.029750219,1133039.427,994679.6814,10974.45268,522889.9346,347326.3379,105.925337,0.082600399,0.000337177,0
08-01-2022 16:00,8879.906106,0.029059626,1070800.469,999677.6997,9039.799327,474831.9392,569626.9751,125.9922542,0.596239306,0.000878906,0
08-01-2022 20:00,9153.363721,0.029114669,1169997.065,1024431.614,9404.876819,519692.8911,361047.0666,133.6140857,0.591294359,0.009100211,0
09-01-2022 00:00,9565.098614,0.029101,1141069.928,982979.7324,7501.237597,499289.5394,532184.6364,66.11360514,0.97887761,0.000907566,0
09-01-2022 04:00,10211.45237,0.02976261,1236095.07,1015118.55,10794.40514,564884.2252,521559.691,10.50498818,0.218893001,0.00206108,0
09-01-2022 08:00,10293.06007,0.028378333,1255167.3,1002235.205,11074.63583,590916.9022,603766.2119,162.4536331,0.348327974,0.006850332,0
09-01-2022 12:00,10600.07558,0.028305723,1477141.201,999736.0604,10473.26406,663063.746,612987.5166,24.82658146,0.236050739,0.001496085,0
09-01-2022 16:00,10872.70872,0.029314837,1277506.066,997998.4364,10322.77953,602865.3863,486883.286,17.87769334,1.209485551,0.000763854,0
09-01-2022 20:00,11066.38745,0.026738563,1725589.709,1010102.192,10947.71807,797575.8442,1116962.485,49.71473917,0.246017916,0.00015396,0
10-01-2022 00:00,11343.98528,0.025103247,1656915.553,997227.6059,9781.159548,753908.6524,617360.3635,9.109366922,0.183753872,0.000587077,0
10-01-2022 04:00,11103.12079,0.026369821,1483801.286,1005599.142,9744.756294,667108.6134,780880.7676,14.90827787,0.225699738,0.001184969,0
10-01-2022 08:00,11273.49209,0.0268459,1273295.483,1014962.81,9710.86039,591339.9676,708981.9913,84.18478992,0.209398424,0.000834856,0
10-01-2022 12:00,11328.38955,0.028202279,1968969.756,1014995.416,10153.3702,886667.0776,879251.6345,191.541249,0.224818789,0.001199351,0
10-01-2022 16:00,11143.36865,0.02805603,1345535.772,998842.2752,11615.62745,607973.1054,636845.7958,63.50799651,0.614913723,0.000181766,0
10-01-2022 20:00,10751.95118,0.026851758,1437577.161,993907.1912,11133.7361,665789.1732,696964.2962,25.73221309,0.059737935,0.002423369,0
11-01-2022 00:00,10461.32687,0.026909838,1336599.413,993682.9707,9639.316473,616786.1434,508633.2315,48.20005769,0.535587488,0.001088017,0
11-01-2022 04:00,9978.718738,0.027957993,1201569.526,1010813.086,12389.87445,526706.3685,500259.956,41.82825938,0.786798636,0.001519324,0
11-01-2022 08:00,9971.969485,0.027055528,1272954.357,1014424.667,9331.186818,567139.6467,398562.3845,26.15662996,0.147194315,0.000629925,0
11-01-2022 12:00,9923.185782,0.025899871,1262542.433,990198.6956,8638.956468,572977.6235,532182.9937,20.78652845,0.065720465,0.014023868,0
11-01-2022 16:00,10008.71658,0.02595011,1126752.618,1011420.034,8678.88622,509147.8667,446963.8206,30.08641059,0.134321433,0.005263863,0
11-01-2022 20:00,10073.59555,0.025878417,1090106.397,984546.9268,10244.96795,500017.8678,443413.8996,43.76226177,0.076487758,0.000723903,0
12-01-2022 00:00,9915.161565,0.026307585,1179329.795,1015603.268,10513.79439,543425.1713,527936.6319,37.53163991,0.518624355,0.000722243,0
12-01-2022 04:00,10039.12334,0.028017848,1216560.823,1025541.662,10171.94241,603167.8425,489238.5903,149.6960184,0.481812099,0.001618662,0
12-01-2022 08:00,10009.45896,0.028396722,1355595.478,1008425.922,9433.667336,605170.0106,655566.8983,115.0191488,0.226159779,0.00036105,0
12-01-2022 12:00,9805.115465,0.028974394,1250673.738,1010975.148,9750.480153,575661.0072,574027.5034,84.82506046,0.257957253,0.000632709,0
12-01-2022 16:00,9993.86287,0.029583361,1260333.755,1006382.771,12478.67164,559964.2151,616180.2587,33.75168826,0.648922584,0.000776584,0
12-01-2022 20:00,9875.319378,0.029809672,1458535.059,1009920.054,9053.365134,657741.8634,568596.8435,178.4511272,0.506388519,0.001473187,0
13-01-2022 00:00,10525.73776,0.030975285,1380616.97,986776.5967,9732.926892,625632.9809,534834.2665,31.59573578,0.040709153,0.000372111,0
13-01-2022 04:00,10337.55291,0.029906033,1259031.81,1017061.869,11163.89115,577128.1653,549855.9995,19.844527,0.221240441,0.000661351,0
13-01-2022 08:00,10189.07168,0.029253039,1819217.228,997133.394,10465.67834,850357.2809,938676.3944,49.08855688,0.653607646,0.000370175,0
13-01-2022 12:00,10154.83852,0.030167837,1261004.254,1006171.896,8850.929674,572995.633,461941.3991,41.22791407,1.113517685,0.000520646,0
13-01-2022 16:00,10362.91827,0.028994188,1651933.438,1000972.792,7963.943334,762706.1629,496273.0552,53.30462146,0.272690596,0.00258262,0
13-01-2022 20:00,10297.02358,0.028036909,1223194.544,1039222.135,9623.830362,548421.5273,339817.1879,40.65850934,0.204433498,0.000155648,0
14-01-2022 00:00,9795.348784,0.027320621,1234292.209,1010712.083,11179.85803,548505.3002,622429.3896,44.67943477,0.200238053,0.000774602,0
14-01-2022 04:00,9832.673498,0.027576628,1253447.87,1010185.928,9905.276092,579878.0213,917573.6392,482.8884286,0.773634339,0.000274238,0
14-01-2022 08:00,9879.699232,0.029096547,1285046.285,1006168.219,10878.80985,581166.9552,541290.4165,64.3740477,0.040431197,0.000406462,1
14-01-2022 12:00,10063.94376,0.028162033,1314257.969,1005429.652,11669.81124,594328.2705,447111.0022,127.9176756,0.353664102,0.00019833,0
14-01-2022 16:00,10654.90516,0.029987934,1329021.807,1013403.253,10737.19801,636551.2385,460668.31,35.52149257,0.135159488,0.00134129,0
14-01-2022 20:00,11021.59183,0.03002249,1424135.53,1021234.176,9843.242106,667801.7682,474639.4474,68.76579563,0.293717274,0.000905361,0
15-01-2022 00:00,11290.76191,0.028349211,1290780.483,1006800.942,12302.24588,588410.5402,529480.41,43.56945581,0.08106877,0.000403922,0
15-01-2022 04:00,11774.1876,0.028364232,1737002.963,1025057.817,10664.21187,826918.3968,682116.468,69.60977354,1.08614082,0.00047008,0
15-01-2022 08:00,11731.21114,0.026749748,1523616.722,1004222.059,11468.09296,684172.3709,541177.9801,280.8405948,0.158731898,0.003714152,0
15-01-2022 12:00,11540.8968,0.026033486,1923844.104,998547.0297,10141.51734,859277.9958,839682.3838,151.6454939,1.713305104,0.000728727,0
15-01-2022 16:00,11428.82065,0.027329736,1352815.728,1005602.967,9783.316576,620812.4602,636774.3033,36.53849973,1.313467637,0.000395853,0
15-01-2022 20:00,11921.40916,0.026353317,1809095.423,1008609.533,10270.19568,863000.2452,1199047.306,6.074406174,0.005449709,0.003556127,1
16-01-2022 00:00,11787.31178,0.02597437,1850602.203,1024959.393,9780.336033,874776.0326,521911.5911,109.6622281,2.124763446,0.002081057,0
16-01-2022 04:00,11554.92326,0.026322193,1467919.656,1005954.783,11458.60456,673352.1507,612926.5556,83.17171457,0.471207988,0.000400579,0
16-01-2022 08:00,11093.30518,0.027140837,1789198.988,1013702.012,10430.70215,809376.4147,1281474.807,27.72850625,0.153490066,0.003639843,0
16-01-2022 12:00,11161.21587,0.026377333,1454597.095,993613.1151,9926.264502,661833.5534,534695.699,216.3138916,0.593297647,0.000740192,0
16-01-2022 16:00,11003.67871,0.027581024,1614575.127,1020025.253,10172.67806,733910.0641,848098.6909,153.7886371,0.971615829,0.000301862,0
16-01-2022 20:00,11194.95393,0.027274607,1307544.862,1017035.188,10172.2737,590623.799,397393.089,119.9622492,0.137312503,0.001038301,0
17-01-2022 00:00,12085.3278,0.026585304,1467938.535,1013513.237,9540.869581,673609.4687,534871.6506,19.82332185,0.454619927,0.000564944,0
17-01-2022 04:00,11455.41659,0.026300773,1268800.142,1010693.413,9424.849225,575031.7198,567354.8671,47.84637312,0.837261403,0.001011362,0
17-01-2022 08:00,11670.23766,0.027408084,1364464.024,1017500.122,8743.127157,641285.3679,378077.2012,57.60560832,0.785627382,0.002286618,0
17-01-2022 12:00,11264.44093,0.027703511,1258409.773,1025875.846,10864.6234,564624.4616,604125.7189,18.16025452,0.208088124,0.000467158,0
17-01-2022 16:00,11268.7632,0.026927737,2265407.133,1017798.372,12562.49059,1039445.648,906922.847,28.54147056,0.767215853,0.001609333,0
17-01-2022 20:00,11517.34315,0.026888821,1497336.854,1015298.31,9789.587354,686210.1879,708611.077,15.026031,1.895084434,0.001535681,1
18-01-2022 00:00,11318.29466,0.026235222,1679611.804,1008251.975,10134.95626,744394.6412,591858.5256,407.2853387,0.480205269,0.001674358,0
18-01-2022 04:00,11451.43331,0.027988866,1340115.513,1034153.638,9083.993979,583375.3097,521146.0128,38.72419831,1.016761758,0.000360558,0
18-01-2022 08:00,11895.18747,0.026851878,1460700.693,1013767.815,9689.818922,657963.9969,485084.5484,31.37010768,0.147764839,0.00074437,0
18-01-2022 12:00,12117.35221,0.027409211,2048183.264,995458.2525,9217.216047,945593.7959,648807.8064,92.90054616,0.509890036,0.000875501,0
18-01-2022 16:00,11998.27908,0.02662556,1565262.302,1025011.104,9329.683028,721723.9056,581581.6466,69.81164466,1.970826727,0.004128674,0
18-01-2022 20:00,12667.34324,0.027368853,1527503.234,999398.7891,9555.5934,711590.3955,1006266.755,9.156826991,0.271545989,0.001400888,0
19-01-2022 00:00,13326.97125,0.027192307,1673524.247,1013430.565,12039.04198,746533.7006,556755.2537,14.27239069,0.146014472,0.005147505,0
19-01-2022 04:00,13560.11431,0.027490481,1578453.103,1012798.71,10583.5494,719119.8769,591989.4302,39.32782354,0.270128014,0.001399812,0
19-01-2022 08:00,13578.09518,0.027015187,2769209.353,1003098.916,10142.53212,1234292.854,1447408.109,17.77081206,0.187711566,0.000548828,0
19-01-2022 12:00,13263.80671,0.026331929,1777854.711,1025266.932,10588.22295,781938.7537,617169.9151,71.53710452,0.094531545,0.000402353,0
19-01-2022 16:00,12964.11051,0.025978543,1440340.903,1012524.475,10573.57947,646536.3163,443292.232,57.508319,0.542570481,0.002619176,0
19-01-2022 20:00,12797.06416,0.025999242,1609678.517,1001171.309,10357.56099,726888.3173,506294.9176,95.92244702,0.99116518,0.000509794,0
20-01-2022 00:00,13038.35336,0.025125417,1582794.242,1023875.311,10496.55199,683178.4512,847076.3138,62.75158684,0.710411287,0.000437325,0
20-01-2022 04:00,13142.31243,0.025129946,1623010.998,1033883.517,12286.43735,738099.8604,682818.9868,7.423597909,0.166074533,0.00067084,1
20-01-2022 08:00,13102.21434,0.025075874,1778905.654,1017463.101,12563.68589,791595.6887,856956.2161,74.00508206,0.172502693,0.001269115,0
20-01-2022 12:00,12920.22053,0.024028088,1862490.768,1000195.049,11813.49831,860005.4004,609517.1558,38.1510311,1.237188795,0.000306598,0
20-01-2022 16:00,12569.876,0.022715105,1562546.516,1020170.08,10384.71231,701860.1264,714612.9306,103.9632827,0.217381677,0.000485938,0
20-01-2022 20:00,12373.11766,0.021877787,1529361.805,1015121.638,9941.130033,686495.6601,813504.4212,66.90474416,0.527762545,0.003281512,0
21-01-2022 00:00,12151.7792,0.022632379,1435268.987,1020412.518,10884.62375,635792.5146,479632.8343,8.063893329,0.091542157,0.000277914,0
21-01-2022 04:00,12419.11098,0.023790012,1503157.438,999130.7883,11393.86771,677489.6205,717731.071,26.2442978,0.641300986,0.000882674,0
21-01-2022 08:00,12832.29998,0.022793597,1479305.124,1014060.291,11950.50481,676522.8697,680365.7341,156.5723557,0.23526373,0.001155986,0
21-01-2022 12:00,12277.36704,0.023603298,1420854.955,994276.749,11935.55189,619215.0846,564837.3425,112.0964729,0.412633473,0.00055211,0
21-01-2022 16:00,12568.92019,0.025266131,1535969.378,1009374.754,9068.570661,682764.8176,524260.37,76.0550428,0.415208437,0.000648947,0
21-01-2022 20:00,12211.32351,0.025706546,1876403.969,1015606.478,8907.183828,843079.9634,1198606.777,250.9870781,0.604890636,0.001320676,0
22-01-2022 00:00,11981.71736,0.027866661,1611917.259,1009273.005,9000.312037,733600.3647,914910.0205,23.3674866,0.148317966,0.000199819,0
22-01-2022 04:00,12439.11177,0.027088339,1977325.416,1014511.75,10541.27593,865178.605,1035963.844,52.45360404,0.52321529,0.000929541,0
22-01-2022 08:00,12221.64072,0.025862804,1469605.867,1008097.055,10141.0369,677677.8368,765502.6384,108.4917101,0.567134215,0.000716006,0
22-01-2022 12:00,12053.73618,0.024833768,1286586.592,1008511.326,9886.644716,602390.7664,782310.9181,41.23696569,0.787931837,0.000719957,0
22-01-2022 16:00,11771.51322,0.025618413,1453867.705,1010412.959,10374.80764,668679.0327,958006.1394,24.62048238,0.326283476,0.000126549,0
22-01-2022 20:00,11736.8397,0.026171299,1819801.692,1019159.808,10407.96257,853708.1712,722072.1324,28.91035942,0.574851763,0.000483734,0
23-01-2022 00:00,11377.19154,0.025503669,1491646.168,989096.5042,9939.819914,671243.3454,547634.7891,84.67990293,0.876636043,0.000159248,0
23-01-2022 04:00,11210.53114,0.025864852,1539128.291,1031998.084,8651.528451,682319.4838,881524.1739,74.99276681,0.936858746,0.001567867,0
23-01-2022 08:00,11385.73224,0.024842432,1362547.863,1012175.208,11771.53531,596538.8028,442147.2867,25.28322786,0.451256045,0.000138642,0
23-01-2022 12:00,11377.55192,0.025188541,1387451.484,1011045.694,10695.87173,616960.2001,435585.4037,24.86732986,0.414023964,0.001471636,0
23-01-2022 16:00,11050.90102,0.024916344,1476671.462,1026579.847,11004.46081,654607.9334,564663.3064,313.5617925,0.266551221,0.006004071,0
23-01-2022 20:00,10733.33412,0.025500957,1236613.756,1001054.021,10079.58794,584814.2217,556689.9859,22.9104003,2.864479193,0.000951705,0
24-01-2022 00:00,10920.84247,0.025056836,1294996.479,1008718.646,9242.242083,581391.1939,640506.0217,63.03479096,0.323140398,0.001054259,0
24-01-2022 04:00,10768.79752,0.02251418,1371380.27,1005325.275,11695.09637,617858.7823,672090.7091,27.54939942,0.926223898,0.000383464,0
24-01-2022 08:00,11009.18926,0.023604369,1668626.165,1016107.414,12341.95031,756704.0098,982467.1494,59.27580549,1.103469258,0.000890347,0
24-01-2022 12:00,10917.77862,0.024206597,1399605.184,1008607.881,10486.69873,623904.1026,793673.381,14.44243377,0.518192377,0.006647097,0
24-01-2022 16:00,10898.34982,0.024594288,1288201.669,994367.5328,10718.85163,575217.2002,449337.5895,159.3357886,0.452521615,0.000203357,0
24-01-2022 20:00,11078.47586,0.025723531,1936623.411,1004244.197,9390.332902,902199.0047,1421822.256,64.49020314,0.727992173,0.000117615,0
25-01-2022 00:00,11343.23645,0.025708744,1481299.918,1008917.868,11026.08709,675648.4636,496770.0919,88.07773787,0.402025121,0.000632641,0
25-01-2022 04:00,10813.33381,0.024102514,1221114.696,1004596.565,8777.940584,577051.9739,917413.9275,9.712002911,1.028885549,0.001288536,0
25-01-2022 08:00,10656.36172,0.024059323,1165137.009,1030320.666,9341.154694,517659.6498,576041.4012,63.1054864,1.194766384,0.000279056,0
25-01-2022 12:00,10426.63964,0.024657139,1190524.775,1016797.293,9240.57848,516763.2582,629695.6411,159.4376918,0.230872437,0.001293036,0
25-01-2022 16:00,10210.31105,0.025250451,1189731.821,1015494.247,12009.38943,552928.1312,370335.4408,63.2206256,1.011156549,0.000512845,0
25-01-2022 20:00,9888.52721,0.024001135,1171118.187,1004535.153,10630.46954,505142.4985,522895.9279,140.7355971,0.595072038,0.010545889,0
26-01-2022 00:00,9446.803396,0.026621943,1205674.165,999492.8403,9259.251672,526543.2133,532028.2158,16.86299166,0.068658566,0.001180132,0
26-01-2022 04:00,9123.955673,0.027518578,1418296.761,1016468.885,9433.548541,650035.8502,834680.8359,65.32583483,0.190160709,0.001004532,0
26-01-2022 08:00,8990.399786,0.026779197,1023208.925,1015206.576,9931.133589,456668.1888,384358.28,32.56694098,2.803364522,0.000713675,0
26-01-2022 12:00,8866.979735,0.027751711,1225160.469,1018098.229,9779.866411,549293.7037,588306.7413,21.215078,0.113011993,0.002427807,0
26-01-2022 16:00,8289.575094,0.028050585,996594.5704,1010120.477,10963.86633,458583.671,365792.0139,53.07549184,0.174259087,0.00062966,0
26-01-2022 20:00,8136.675697,0.029276407,1055639.83,984674.5825,11457.6596,488765.3738,562399.3381,131.077098,0.74895201,0.00092249,0
27-01-2022 00:00,8156.767592,0.029974967,1013815.858,1018955.722,9605.772624,462333.5166,310690.4428,32.83930523,0.853968899,0.001798141,0
27-01-2022 04:00,7910.706284,0.031557433,1211031.707,991738.9877,10599.12905,570321.0149,282624.0095,99.96114063,0.110849944,0.006195934,0
27-01-2022 08:00,7577.934934,0.031933231,1364070.892,1010597.878,10210.0361,644237.3113,543757.7073,122.6791693,0.378243047,0.00075921,0
27-01-2022 12:00,7230.225846,0.031040661,1096969.543,1029533.943,9846.381439,543165.116,658608.9386,28.25813898,0.845617039,0.000863571,0
27-01-2022 16:00,7301.128945,0.031584081,884603.9883,1015971.752,9498.191115,413040.4045,402758.2484,250.4502675,0.813998814,0.001478394,0
27-01-2022 20:00,7180.759875,0.031594318,1025171.861,1036002.888,9020.95637,474649.2709,371799.0644,76.55286264,0.114394065,0.00052429,0
28-01-2022 00:00,7261.029796,0.02965208,826508.1835,1005993.849,9565.172197,380856.0878,382213.7578,35.957929,0.381917341,0.000419886,0
28-01-2022 04:00,7173.08975,0.029274527,905624.7679,1019929.971,11712.45058,428957.6705,411742.3936,32.67351435,0.301871199,0.001181447,0
28-01-2022 08:00,6857.571103,0.028604318,794932.707,1013983.873,9337.581559,361683.3449,297498.8847,19.32234329,0.373764797,0.001106328,0
28-01-2022 12:00,6827.302939,0.02761427,720529.5349,1036357.711,9724.346615,335580.394,379192.7819,97.08865233,1.371950358,0.002448958,0
28-01-2022 16:00,6707.222524,0.027914812,1082284.399,1022468.679,8884.290512,484096.7479,613949.7807,22.33354179,0.50636799,0.004027412,0
28-01-2022 20:00,6756.169951,0.027551144,893591.4307,1017536.259,9718.405637,418566.2379,340944.4166,30.7003351,0.571970272,0.001994269,0
29-01-2022 00:00,6464.345112,0.028062368,893565.4409,1026514.846,9165.944142,403109.4769,375186.4362,8.478614205,0.204588704,0.001337765,0
29-01-2022 04:00,6536.019957,0.027666407,868522.1792,1039033.848,10298.7538,385062.0508,458230.4244,66.78500241,0.211830708,0.000221804,0
29-01-2022 08:00,6602.616179,0.030123096,780643.4228,1005273.899,10192.40596,366497.7632,510507.2676,15.31891286,0.787022902,0.00440475,0
29-01-2022 12:00,6640.542066,0.03098269,878640.91,1024841.319,8871.542389,399917.8507,291913.6786,77.19847844,0.297371531,0.003314094,0
29-01-2022 16:00,6507.6676,0.030470447,850614.5501,1034983.867,8158.657842,407873.9424,395425.0176,250.3316789,0.493975504,0.00104838,0
29-01-2022 20:00,6193.676746,0.029409103,728240.3521,1011809.74,10096.37227,326060.646,366927.5544,10.683505,3.374030866,8.13E-05,1
30-01-2022 00:00,6259.945289,0.029345216,714771.6585,1000410.798,8242.245369,321638.0096,278678.1631,64.7427748,0.392938353,0.006738602,0
30-01-2022 04:00,6215.463557,0.029515857,782357.2309,1006606.628,10020.19941,364231.2487,412971.7037,253.5826939,0.105841752,0.000789741,0
30-01-2022 08:00,6081.385105,0.028891487,705984.8448,1025262.917,9053.683883,322570.0196,232738.6174,99.56756977,0.130515178,0.001973316,0
30-01-2022 12:00,6189.574829,0.027805935,779429.5064,1029068.958,10326.23812,357555.9655,221463.1015,140.355809,0.1251579,0.000844568,0
30-01-2022 16:00,6462.671742,0.02720119,834947.6895,1015994.053,8862.297138,376046.4726,255759.439,133.6111889,0.061672797,0.002099281,0
30-01-2022 20:00,6596.62702,0.027947539,733091.6095,1024267.863,9540.995572,329760.9104,266983.4853,83.55296271,0.590909987,0.003091632,0
31-01-2022 00:00,6558.815407,0.029326429,903082.7141,1033644.688,8958.324497,413117.8405,459020.0921,110.9433822,0.207713436,0.00026078,0
31-01-2022 04:00,6518.224735,0.029851841,794348.2211,1009550.878,10985.03198,359751.6066,285595.9279,51.38729924,0.224196624,0.000842064,0
31-01-2022 08:00,6679.649139,0.03159755,1241851.356,1026189.003,8045.849698,567017.0509,590781.8379,74.79773655,0.065108198,0.000838032,0
31-01-2022 12:00,6904.845094,0.031925977,1167152.434,1018003.154,11328.51452,551230.6151,438633.1357,16.69739285,1.18304277,0.001381152,0
31-01-2022 16:00,7077.700401,0.031004301,885712.4142,1018028.814,8640.769738,404265.1663,397660.3497,48.7631659,0.710301043,0.000259721,0
31-01-2022 20:00,7179.041959,0.028904801,1093526.414,1018276.008,9598.794279,521016.7133,417961.0657,492.0028207,0.100004047,0.00705216,0
01-02-2022 00:00,7328.226999,0.028661474,964508.7985,1018237.715,12214.76042,430043.6116,461090.5436,41.04051071,0.099416823,0.001181924,0
01-02-2022 04:00,7378.655473,0.028006772,930556.3041,1027543.516,10124.75544,423453.5803,387351.3381,42.24429939,0.560727027,0.000285875,0
01-02-2022 08:00,7232.774322,0.026456799,1141254.126,1018414.777,8599.890539,542765.0154,404929.81,468.1734954,0.492073721,0.000242151,0
01-02-2022 12:00,7086.221507,0.025988383,1140777.727,1015861.618,10255.26198,509474.5233,488108.8848,155.2425621,0.514006686,0.003032201,0
